"time","J1_w","J2_w","J3_w","J4_w"
0.681,4.5549947985193393E+000,3.2008470453632789E+000,2.8100000000000098E+000,3.1086244689504383E-015
0.684,4.5512340900090686E+000,3.1904915016941153E+000,2.8400000000000092E+000,2.2204460492503131E-015
0.687,4.5450451369463041E+000,3.1800503369962470E+000,2.8700000000000099E+000,3.1086244689504383E-015
0.69,4.5362727876348377E+000,3.1695232709628236E+000,2.9000000000000101E+000,3.1086244689504383E-015
0.693,4.5250946107177779E+000,3.1589100441337927E+000,2.9300000000000099E+000,2.6645352591003757E-015
0.696,4.5112240573784259E+000,3.1482103679695390E+000,2.9600000000000106E+000,3.5527136788005009E-015
0.699,4.4945357393195220E+000,3.1374239640280566E+000,2.9900000000000109E+000,3.5527136788005009E-015
0.702,4.4751664066489543E+000,3.1265505676944034E+000,3.0200000000000107E+000,3.1086244689504383E-015
0.705,4.4531762398987675E+000,3.1155899103148097E+000,3.0500000000000109E+000,3.5527136788005009E-015
0.708,4.4284110414301141E+000,3.1045417119276566E+000,3.0800000000000107E+000,3.1086244689504383E-015
0.711,4.4006491900169999E+000,3.1016999850908462E+000,3.1016999850909559E+000,2.6645352591003757E-015
0.714,4.3702117408928904E+000,3.1110845229719000E+000,3.1110845229720097E+000,3.5527136788005009E-015
0.717,4.3374689639058728E+000,3.1204275658074461E+000,3.1204275658075558E+000,3.1086244689504383E-015
0.72,4.3024646429808628E+000,3.1297264542884697E+000,3.1297264542885794E+000,3.1086244689504383E-015
0.723,4.2652852127113166E+000,3.1389812384730584E+000,3.1389812384731681E+000,3.5527136788005009E-015
0.726,4.2260792384211232E+000,3.1481915517573142E+000,3.1481915517574239E+000,3.5527136788005009E-015
0.729,4.1851053220225838E+000,3.1573571579430419E+000,3.1573571579431516E+000,3.5527136788005009E-015
0.732,4.1424665574051813E+000,3.1664780002418760E+000,3.1664780002419857E+000,2.6645352591003757E-015
0.735,4.0983875427144980E+000,3.1755539089326881E+000,3.1755539089327978E+000,3.5527136788005009E-015
0.738,4.0531947156473436E+000,3.1845846953791961E+000,3.1845846953793058E+000,3.1086244689504383E-015
0.741,4.0070243763720033E+000,3.1935702916863389E+000,3.1935702916864486E+000,3.1086244689504383E-015
0.744,3.9601279701120244E+000,3.2025105635194864E+000,3.2025105635195961E+000,3.5527136788005009E-015
0.747,3.9129085656123488E+000,3.2114053132539562E+000,3.2114053132540659E+000,3.1086244689504383E-015
0.75,3.8654098815195299E+000,3.2202545191049854E+000,3.2202545191050951E+000,3.5527136788005009E-015
0.753,3.8179856157422853E+000,3.2290580134085123E+000,3.2290580134086220E+000,3.5527136788005009E-015
0.756,3.7708885398828285E+000,3.2378156749818352E+000,3.2378156749819449E+000,3.5527136788005009E-015
0.759,3.7243472463869023E+000,3.2465273936550632E+000,3.2465273936551728E+000,3.5527136788005009E-015
0.762,3.6786748887475875E+000,3.2551930201450117E+000,3.2551930201451214E+000,3.5527136788005009E-015
0.765,3.6341089267874009E+000,3.2638124395765655E+000,3.2638124395766752E+000,3.5527136788005009E-015
0.768,3.5908892458934791E+000,3.2723855232013070E+000,3.2723855232014167E+000,3.9968028886505635E-015
0.771,3.5492774122250319E+000,3.2809121449192800E+000,3.2809121449193897E+000,3.9968028886505635E-015
0.774,3.5094704800829439E+000,3.2893921844632330E+000,3.2893921844633427E+000,3.5527136788005009E-015
0.777,3.4716830880043132E+000,3.2978255195833617E+000,3.2978255195834714E+000,3.1086244689504383E-015
0.78,3.4361183072058181E+000,3.3062120280713967E+000,3.3062120280715064E+000,3.9968028886505635E-015
0.783,3.4029017874116452E+000,3.3145515941062995E+000,3.3145515941064092E+000,3.5527136788005009E-015
0.786,3.3722462154335178E+000,3.3228440950449105E+000,3.3228440950450202E+000,3.5527136788005009E-015
0.789,3.3441905876755653E+000,3.3310894172690548E+000,3.3310894172691645E+000,3.9968028886505635E-015
0.792,3.3326743349856285E+000,3.3326743349856311E+000,3.3326743349857408E+000,3.5527136788005009E-015
