"time","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
111,9.4999999999999996E-001,9.5000000194643042E-001,5.0000000000000000E-001,5.0718943594347032E-001,3.0000000000000000E+001,3.0000000005248488E+001,3.0000000000000000E+000,3.0000001714401074E+000,1.0000000000000000E+003,4.0000000000000000E+001
112,9.4999999999999996E-001,9.4999999959570491E-001,5.0000000000000000E-001,5.0587470111385235E-001,3.0000000000000000E+001,2.9999999998932836E+001,3.0000000000000000E+000,3.0000000685900430E+000,1.0000000000000000E+003,4.0000000000000000E+001
113,9.4999999999999996E-001,9.4999999884870145E-001,5.0000000000000000E-001,5.0461037879371462E-001,3.0000000000000000E+001,2.9999999996928018E+001,3.0000000000000000E+000,3.0000000010059167E+000,1.0000000000000000E+003,4.0000000000000000E+001
114,9.4999999999999996E-001,9.4999999912165622E-001,5.0000000000000000E-001,5.0346494319647495E-001,3.0000000000000000E+001,2.9999999997652310E+001,3.0000000000000000E+000,2.9999999738533023E+000,1.0000000000000000E+003,4.0000000000000000E+001
115,9.4999999999999996E-001,9.4999999974744687E-001,5.0000000000000000E-001,5.0247538478614373E-001,3.0000000000000000E+001,2.9999999999315502E+001,3.0000000000000000E+000,2.9999999755627691E+000,1.0000000000000000E+003,4.0000000000000000E+001
116,9.4999999999999996E-001,9.5000000025228359E-001,5.0000000000000000E-001,5.0165578309783265E-001,3.0000000000000000E+001,3.0000000000653849E+001,3.0000000000000000E+000,2.9999999895367440E+000,1.0000000000000000E+003,4.0000000000000000E+001
117,9.4999999999999996E-001,9.5000000045261923E-001,5.0000000000000000E-001,5.0100375025722843E-001,3.0000000000000000E+001,3.0000000001179785E+001,3.0000000000000000E+000,3.0000000030414378E+000,1.0000000000000000E+003,4.0000000000000000E+001
118,9.4999999999999996E-001,9.5000000038058263E-001,5.0000000000000000E-001,5.0050621949409313E-001,3.0000000000000000E+001,3.0000000000982805E+001,3.0000000000000000E+000,3.0000000098388542E+000,1.0000000000000000E+003,4.0000000000000000E+001
119,9.4999999999999996E-001,9.5000000016857000E-001,5.0000000000000000E-001,5.0014423715250056E-001,3.0000000000000000E+001,3.0000000000417774E+001,3.0000000000000000E+000,3.0000000096178807E+000,1.0000000000000000E+003,4.0000000000000000E+001
120,9.4999999999999996E-001,9.4999999994921003E-001,5.0000000000000000E-001,4.9989609067310176E-001,3.0000000000000000E+001,2.9999999999837957E+001,3.0000000000000000E+000,3.0000000051551412E+000,1.0000000000000000E+003,4.0000000000000000E+001
121,9.4999999999999996E-001,9.4999999980283134E-001,5.0000000000000000E-001,4.9973975249455999E-001,3.0000000000000000E+001,2.9999999999455589E+001,3.0000000000000000E+000,2.9999999997778573E+000,1.0000000000000000E+003,4.0000000000000000E+001
122,9.4999999999999996E-001,9.4999999974957616E-001,5.0000000000000000E-001,4.9965448354884423E-001,3.0000000000000000E+001,2.9999999999322259E+001,3.0000000000000000E+000,2.9999999957847865E+000,1.0000000000000000E+003,4.0000000000000000E+001
123,9.4999999999999996E-001,9.4999999976843841E-001,5.0000000000000000E-001,4.9962180159834629E-001,3.0000000000000000E+001,2.9999999999380339E+001,3.0000000000000000E+000,2.9999999940069420E+000,1.0000000000000000E+003,4.0000000000000000E+001
124,9.4999999999999996E-001,9.4999999982323480E-001,5.0000000000000000E-001,4.9962596558502237E-001,3.0000000000000000E+001,2.9999999999532481E+001,3.0000000000000000E+000,2.9999999941397406E+000,1.0000000000000000E+003,4.0000000000000000E+001
125,9.4999999999999996E-001,9.4999999988219397E-001,5.0000000000000000E-001,4.9965395404679541E-001,3.0000000000000000E+001,2.9999999999693816E+001,3.0000000000000000E+000,2.9999999953449388E+000,1.0000000000000000E+003,4.0000000000000000E+001
126,9.4999999999999996E-001,9.4999999992792816E-001,5.0000000000000000E-001,4.9969590253492574E-001,3.0000000000000000E+001,2.9999999999818254E+001,3.0000000000000000E+000,2.9999999968303404E+000,1.0000000000000000E+003,4.0000000000000000E+001
127,9.4999999999999996E-001,9.4999999995556417E-001,5.0000000000000000E-001,4.9974419857899499E-001,3.0000000000000000E+001,2.9999999999893237E+001,3.0000000000000000E+000,2.9999999980698564E+000,1.0000000000000000E+003,4.0000000000000000E+001
128,9.4999999999999996E-001,9.4999999996875595E-001,5.0000000000000000E-001,4.9979339560199515E-001,3.0000000000000000E+001,2.9999999999928921E+001,3.0000000000000000E+000,2.9999999988695767E+000,1.0000000000000000E+003,4.0000000000000000E+001
129,9.4999999999999996E-001,9.4999999997415052E-001,5.0000000000000000E-001,4.9983984400579229E-001,3.0000000000000000E+001,2.9999999999943313E+001,3.0000000000000000E+000,2.9999999992770277E+000,1.0000000000000000E+003,4.0000000000000000E+001
130,9.4999999999999996E-001,9.4999999997742623E-001,5.0000000000000000E-001,4.9988132603942581E-001,3.0000000000000000E+001,2.9999999999951708E+001,3.0000000000000000E+000,2.9999999994460724E+000,1.0000000000000000E+003,4.0000000000000000E+001
131,9.4999999999999996E-001,9.4999999998160833E-001,5.0000000000000000E-001,4.9991671796503190E-001,3.0000000000000000E+001,2.9999999999962295E+001,3.0000000000000000E+000,2.9999999995276294E+000,1.0000000000000000E+003,4.0000000000000000E+001
132,9.4999999999999996E-001,9.4999999998723350E-001,5.0000000000000000E-001,4.9994569315921500E-001,3.0000000000000000E+001,2.9999999999976527E+001,3.0000000000000000E+000,2.9999999996145266E+000,1.0000000000000000E+003,4.0000000000000000E+001
133,9.4999999999999996E-001,9.4999999999338802E-001,5.0000000000000000E-001,4.9996847235396097E-001,3.0000000000000000E+001,2.9999999999992017E+001,3.0000000000000000E+000,2.9999999997351741E+000,1.0000000000000000E+003,4.0000000000000000E+001
134,9.4999999999999996E-001,9.4999999999882545E-001,5.0000000000000000E-001,4.9998562190211343E-001,3.0000000000000000E+001,3.0000000000005517E+001,3.0000000000000000E+000,2.9999999998751070E+000,1.0000000000000000E+003,4.0000000000000000E+001
135,9.4999999999999996E-001,9.5000000000269891E-001,5.0000000000000000E-001,4.9999789738794842E-001,3.0000000000000000E+001,3.0000000000014815E+001,3.0000000000000000E+000,3.0000000000049964E+000,1.0000000000000000E+003,4.0000000000000000E+001
136,9.4999999999999996E-001,9.5000000000478646E-001,5.0000000000000000E-001,5.0000612773699482E-001,3.0000000000000000E+001,3.0000000000019387E+001,3.0000000000000000E+000,3.0000000001013269E+000,1.0000000000000000E+003,4.0000000000000000E+001
137,9.4999999999999996E-001,9.5000000000537532E-001,5.0000000000000000E-001,5.0001113388118001E-001,3.0000000000000000E+001,3.0000000000020030E+001,3.0000000000000000E+000,3.0000000001550631E+000,1.0000000000000000E+003,4.0000000000000000E+001
138,9.4999999999999996E-001,9.5000000000499318E-001,5.0000000000000000E-001,5.0001367571570499E-001,3.0000000000000000E+001,3.0000000000018186E+001,3.0000000000000000E+000,3.0000000001706044E+000,1.0000000000000000E+003,4.0000000000000000E+001
139,9.4999999999999996E-001,9.5000000000416196E-001,5.0000000000000000E-001,5.0001442129897966E-001,3.0000000000000000E+001,3.0000000000015255E+001,3.0000000000000000E+000,3.0000000001599103E+000,1.0000000000000000E+003,4.0000000000000000E+001
140,9.4999999999999996E-001,9.5000000000325235E-001,5.0000000000000000E-001,5.0001393279945849E-001,3.0000000000000000E+001,3.0000000000012207E+001,3.0000000000000000E+000,3.0000000001360809E+000,1.0000000000000000E+003,4.0000000000000000E+001
141,9.4999999999999996E-001,9.5000000000245521E-001,5.0000000000000000E-001,5.0001266443060943E-001,3.0000000000000000E+001,3.0000000000009564E+001,3.0000000000000000E+000,3.0000000001092197E+000,1.0000000000000000E+003,4.0000000000000000E+001
142,9.4999999999999996E-001,9.5000000000181772E-001,5.0000000000000000E-001,5.0001096842435599E-001,3.0000000000000000E+001,3.0000000000007422E+001,3.0000000000000000E+000,3.0000000000849800E+000,1.0000000000000000E+003,4.0000000000000000E+001
143,9.4999999999999996E-001,9.5000000000131668E-001,5.0000000000000000E-001,5.0000910589473424E-001,3.0000000000000000E+001,3.0000000000005723E+001,3.0000000000000000E+000,3.0000000000652491E+000,1.0000000000000000E+003,4.0000000000000000E+001
144,9.4999999999999996E-001,9.5000000000090468E-001,5.0000000000000000E-001,5.0000726018535935E-001,3.0000000000000000E+001,3.0000000000004309E+001,3.0000000000000000E+000,3.0000000000496443E+000,1.0000000000000000E+003,4.0000000000000000E+001
145,9.4999999999999996E-001,9.5000000000054841E-001,5.0000000000000000E-001,5.0000555094654819E-001,3.0000000000000000E+001,3.0000000000003105E+001,3.0000000000000000E+000,3.0000000000369789E+000,1.0000000000000000E+003,4.0000000000000000E+001
146,9.4999999999999996E-001,9.5000000000023810E-001,5.0000000000000000E-001,5.0000404773682694E-001,3.0000000000000000E+001,3.0000000000002068E+001,3.0000000000000000E+000,3.0000000000262821E+000,1.0000000000000000E+003,4.0000000000000000E+001
147,9.4999999999999996E-001,9.4999999999997942E-001,5.0000000000000000E-001,5.0000278238706852E-001,3.0000000000000000E+001,3.0000000000001208E+001,3.0000000000000000E+000,3.0000000000170810E+000,1.0000000000000000E+003,4.0000000000000000E+001
148,9.4999999999999996E-001,9.4999999999977691E-001,5.0000000000000000E-001,5.0000175970944583E-001,3.0000000000000000E+001,3.0000000000000515E+001,3.0000000000000000E+000,3.0000000000093063E+000,1.0000000000000000E+003,4.0000000000000000E+001
149,9.4999999999999996E-001,9.4999999999963625E-001,5.0000000000000000E-001,5.0000096638837710E-001,3.0000000000000000E+001,3.0000000000000021E+001,3.0000000000000000E+000,3.0000000000030740E+000,1.0000000000000000E+003,4.0000000000000000E+001
150,9.4999999999999996E-001,9.4999999999955709E-001,5.0000000000000000E-001,5.0000037806969799E-001,3.0000000000000000E+001,2.9999999999999709E+001,3.0000000000000000E+000,2.9999999999985194E+000,1.0000000000000000E+003,4.0000000000000000E+001
151,9.4999999999999996E-001,9.4999999999952400E-001,5.0000000000000000E-001,4.9999996478115871E-001,3.0000000000000000E+001,2.9999999999999531E+001,3.0000000000000000E+000,2.9999999999955320E+000,1.0000000000000000E+003,4.0000000000000000E+001
152,9.4999999999999996E-001,9.4999999999953089E-001,5.0000000000000000E-001,4.9999969580472270E-001,3.5000000000000000E+001,3.4961295278697399E+001,3.0000000000000000E+000,3.0107852572720106E+000,1.0000000000000000E+003,4.0000000000000000E+001
153,9.4999999999999996E-001,9.4999999999955753E-001,5.0000000000000000E-001,4.9999953942725273E-001,3.5000000000000000E+001,3.4985507630451110E+001,3.0000000000000000E+000,3.0069477584134954E+000,1.0000000000000000E+003,4.0000000000000000E+001
154,9.4999999999999996E-001,9.4999999999959917E-001,5.0000000000000000E-001,4.9999946777014292E-001,3.5000000000000000E+001,3.4994574659638793E+001,3.0000000000000000E+000,3.0022162212898911E+000,1.0000000000000000E+003,4.0000000000000000E+001
155,9.4999999999999996E-001,9.4999999999964491E-001,5.0000000000000000E-001,4.9999945674110896E-001,3.5000000000000000E+001,3.4997969389874214E+001,3.0000000000000000E+000,2.9996381469145494E+000,1.0000000000000000E+003,4.0000000000000000E+001
156,9.4999999999999996E-001,9.4999999999968798E-001,5.0000000000000000E-001,4.9999948634211533E-001,3.5000000000000000E+001,3.4999240905896158E+001,3.0000000000000000E+000,2.9988280423534448E+000,1.0000000000000000E+003,4.0000000000000000E+001
157,9.4999999999999996E-001,9.4999999999973461E-001,5.0000000000000000E-001,4.9999954070631158E-001,3.5000000000000000E+001,3.4999716079630907E+001,3.0000000000000000E+000,2.9988904747553340E+000,1.0000000000000000E+003,4.0000000000000000E+001
158,9.4999999999999996E-001,9.4999999999977314E-001,5.0000000000000000E-001,4.9999960762481327E-001,3.5000000000000000E+001,3.4999894547996071E+001,3.0000000000000000E+000,2.9992141311781904E+000,1.0000000000000000E+003,4.0000000000000000E+001
159,9.4999999999999996E-001,9.4999999999981122E-001,5.0000000000000000E-001,4.9999967834686038E-001,3.5000000000000000E+001,3.4999960621784759E+001,3.0000000000000000E+000,2.9995243620838719E+000,1.0000000000000000E+003,4.0000000000000000E+001
160,9.4999999999999996E-001,9.4999999999984586E-001,5.0000000000000000E-001,4.9999974670548913E-001,3.5000000000000000E+001,3.4999985469546573E+001,3.0000000000000000E+000,2.9997403941799692E+000,1.0000000000000000E+003,4.0000000000000000E+001
161,9.4999999999999996E-001,9.4999999999987395E-001,5.0000000000000000E-001,4.9999980891843865E-001,3.5000000000000000E+001,3.4999994637888385E+001,3.0000000000000000E+000,2.9998684007852403E+000,1.0000000000000000E+003,4.0000000000000000E+001
162,9.4999999999999996E-001,9.4999999999989526E-001,5.0000000000000000E-001,4.9999986285976261E-001,3.5000000000000000E+001,3.4999998021532029E+001,3.0000000000000000E+000,2.9999362778182794E+000,1.0000000000000000E+003,4.0000000000000000E+001
163,9.4999999999999996E-001,9.4999999999991769E-001,5.0000000000000000E-001,4.9999990769134189E-001,3.5000000000000000E+001,3.4999999269928296E+001,3.0000000000000000E+000,2.9999695570930771E+000,1.0000000000000000E+003,4.0000000000000000E+001
164,9.4999999999999996E-001,9.4999999999993212E-001,5.0000000000000000E-001,4.9999994349496174E-001,3.5000000000000000E+001,3.4999999735793814E+001,3.0000000000000000E+000,2.9999852182629940E+000,1.0000000000000000E+003,4.0000000000000000E+001
165,9.4999999999999996E-001,9.4999999999994511E-001,5.0000000000000000E-001,4.9999997092230503E-001,3.5000000000000000E+001,3.4999999904336093E+001,3.0000000000000000E+000,2.9999923954429044E+000,1.0000000000000000E+003,4.0000000000000000E+001
166,9.4999999999999996E-001,9.4999999999995344E-001,5.0000000000000000E-001,4.9999999096778602E-001,3.5000000000000000E+001,3.4999999965359216E+001,3.0000000000000000E+000,2.9999958018515813E+000,1.0000000000000000E+003,4.0000000000000000E+001
167,9.4999999999999996E-001,9.4999999999996010E-001,5.0000000000000000E-001,5.0000000478804818E-001,3.5000000000000000E+001,3.4999999987457386E+001,3.0000000000000000E+000,2.9999975543259363E+000,1.0000000000000000E+003,4.0000000000000000E+001
168,9.4999999999999996E-001,9.4999999999996609E-001,5.0000000000000000E-001,5.0000001356803958E-001,3.5000000000000000E+001,3.4999999995459021E+001,3.0000000000000000E+000,2.9999985418368080E+000,1.0000000000000000E+003,4.0000000000000000E+001
169,9.4999999999999996E-001,9.4999999999997076E-001,5.0000000000000000E-001,5.0000001843085662E-001,3.5000000000000000E+001,3.4999999998355499E+001,3.0000000000000000E+000,2.9999991331213325E+000,1.0000000000000000E+003,4.0000000000000000E+001
170,9.4999999999999996E-001,9.4999999999997453E-001,5.0000000000000000E-001,5.0000002038254854E-001,3.5000000000000000E+001,3.4999999999404523E+001,3.0000000000000000E+000,2.9999994937187915E+000,1.0000000000000000E+003,4.0000000000000000E+001
171,9.4999999999999996E-001,9.4999999999997820E-001,5.0000000000000000E-001,5.0000002028370227E-001,3.5000000000000000E+001,3.4999999999784393E+001,3.0000000000000000E+000,2.9999997110334955E+000,1.0000000000000000E+003,4.0000000000000000E+001
172,9.4999999999999996E-001,9.4999999999997886E-001,5.0000000000000000E-001,5.0000001884060608E-001,3.5000000000000000E+001,3.4999999999920668E+001,3.0000000000000000E+000,2.9999998386197815E+000,1.0000000000000000E+003,4.0000000000000000E+001
173,9.4999999999999996E-001,9.4999999999998141E-001,5.0000000000000000E-001,5.0000001660990934E-001,3.5000000000000000E+001,3.4999999999971983E+001,3.0000000000000000E+000,2.9999999113706983E+000,1.0000000000000000E+003,4.0000000000000000E+001
174,9.4999999999999996E-001,9.4999999999998175E-001,5.0000000000000000E-001,5.0000001401185656E-001,3.5000000000000000E+001,3.4999999999989811E+001,3.0000000000000000E+000,2.9999999518003500E+000,1.0000000000000000E+003,4.0000000000000000E+001
175,9.4999999999999996E-001,9.4999999999998364E-001,5.0000000000000000E-001,5.0000001134827610E-001,3.5000000000000000E+001,3.4999999999996326E+001,3.0000000000000000E+000,2.9999999738532148E+000,1.0000000000000000E+003,4.0000000000000000E+001
176,9.4999999999999996E-001,9.4999999999998508E-001,5.0000000000000000E-001,5.0000000882247486E-001,3.5000000000000000E+001,3.4999999999998707E+001,3.0000000000000000E+000,2.9999999857642687E+000,1.0000000000000000E+003,4.0000000000000000E+001
177,9.4999999999999996E-001,9.4999999999998530E-001,5.0000000000000000E-001,5.0000000661267807E-001,3.5000000000000000E+001,3.4999999999999432E+001,3.0000000000000000E+000,2.9999999917319360E+000,1.0000000000000000E+003,4.0000000000000000E+001
178,9.4999999999999996E-001,9.4999999999998674E-001,5.0000000000000000E-001,5.0000000473442718E-001,3.5000000000000000E+001,3.4999999999999766E+001,3.0000000000000000E+000,2.9999999951714065E+000,1.0000000000000000E+003,4.0000000000000000E+001
179,9.4999999999999996E-001,9.4999999999998941E-001,5.0000000000000000E-001,5.0000000319428861E-001,3.5000000000000000E+001,3.4999999999999908E+001,3.0000000000000000E+000,2.9999999971670888E+000,1.0000000000000000E+003,4.0000000000000000E+001
180,9.4999999999999996E-001,9.4999999999998919E-001,5.0000000000000000E-001,5.0000000197510941E-001,3.5000000000000000E+001,3.4999999999999964E+001,3.0000000000000000E+000,2.9999999983326093E+000,1.0000000000000000E+003,4.0000000000000000E+001
181,9.4999999999999996E-001,9.4999999999999107E-001,5.0000000000000000E-001,5.0000000104517583E-001,3.5000000000000000E+001,3.4999999999999986E+001,3.0000000000000000E+000,2.9999999990169477E+000,1.0000000000000000E+003,4.0000000000000000E+001
182,9.4999999999999996E-001,9.4999999999999096E-001,5.0000000000000000E-001,5.0000000036518277E-001,3.5000000000000000E+001,3.4999999999999993E+001,3.0000000000000000E+000,2.9999999994201967E+000,1.0000000000000000E+003,4.0000000000000000E+001
183,9.4999999999999996E-001,9.4999999999999252E-001,5.0000000000000000E-001,4.9999999989331362E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999996582503E+000,1.0000000000000000E+003,4.0000000000000000E+001
184,9.4999999999999996E-001,9.4999999999999285E-001,5.0000000000000000E-001,4.9999999958875141E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999997988116E+000,1.0000000000000000E+003,4.0000000000000000E+001
185,9.4999999999999996E-001,9.4999999999999341E-001,5.0000000000000000E-001,4.9999999941393358E-001,3.5000000000000000E+001,3.5000000000000007E+001,3.0000000000000000E+000,2.9999999998817395E+000,1.0000000000000000E+003,4.0000000000000000E+001
186,9.4999999999999996E-001,9.4999999999999563E-001,5.0000000000000000E-001,4.9999999933583106E-001,3.5000000000000000E+001,3.5000000000000007E+001,3.0000000000000000E+000,2.9999999999305929E+000,1.0000000000000000E+003,4.0000000000000000E+001
187,9.4999999999999996E-001,9.4999999999999341E-001,5.0000000000000000E-001,4.9999999932650496E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999592846E+000,1.0000000000000000E+003,4.0000000000000000E+001
188,9.4999999999999996E-001,9.4999999999999529E-001,5.0000000000000000E-001,4.9999999936315070E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999761342E+000,1.0000000000000000E+003,4.0000000000000000E+001
189,9.4999999999999996E-001,9.4999999999999585E-001,5.0000000000000000E-001,4.9999999942780049E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999860245E+000,1.0000000000000000E+003,4.0000000000000000E+001
190,9.4999999999999996E-001,9.4999999999999629E-001,5.0000000000000000E-001,4.9999999950681878E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999918123E+000,1.0000000000000000E+003,4.0000000000000000E+001
191,9.4999999999999996E-001,9.4999999999999607E-001,5.0000000000000000E-001,4.9999999959029662E-001,3.5000000000000000E+001,3.5000000000000007E+001,3.0000000000000000E+000,2.9999999999951976E+000,1.0000000000000000E+003,4.0000000000000000E+001
192,9.4999999999999996E-001,9.4999999999999696E-001,5.0000000000000000E-001,4.9999999967141162E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999971787E+000,1.0000000000000000E+003,4.0000000000000000E+001
193,9.4999999999999996E-001,9.4999999999999751E-001,5.0000000000000000E-001,4.9999999974581316E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999983453E+000,1.0000000000000000E+003,4.0000000000000000E+001
194,9.4999999999999996E-001,9.4999999999999840E-001,5.0000000000000000E-001,4.9999999981105703E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999990363E+000,1.0000000000000000E+003,4.0000000000000000E+001
195,9.4999999999999996E-001,9.4999999999999785E-001,5.0000000000000000E-001,4.9999999986611271E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999994356E+000,1.0000000000000000E+003,4.0000000000000000E+001
196,9.4999999999999996E-001,9.4999999999999707E-001,5.0000000000000000E-001,4.9999999991094746E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999996567E+000,1.0000000000000000E+003,4.0000000000000000E+001
197,9.4999999999999996E-001,9.4999999999999818E-001,5.0000000000000000E-001,4.9999999994618904E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999997895E+000,1.0000000000000000E+003,4.0000000000000000E+001
198,9.4999999999999996E-001,9.4999999999999762E-001,5.0000000000000000E-001,4.9999999997286176E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999998646E+000,1.0000000000000000E+003,4.0000000000000000E+001
199,9.4999999999999996E-001,9.5000000000000007E-001,5.0000000000000000E-001,4.9999999999218525E-001,3.5000000000000000E+001,3.5000000000000007E+001,3.0000000000000000E+000,2.9999999999999312E+000,1.0000000000000000E+003,4.0000000000000000E+001
200,9.4999999999999996E-001,9.4999999999999951E-001,5.0000000000000000E-001,5.0000000000543221E-001,3.5000000000000000E+001,3.5000000000000007E+001,3.0000000000000000E+000,2.9999999999999623E+000,1.0000000000000000E+003,4.0000000000000000E+001
201,9.4999999999999996E-001,9.4999999999999818E-001,5.0000000000000000E-001,5.0000000001382749E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999999658E+000,1.0000000000000000E+003,4.0000000000000000E+001
202,9.4999999999999996E-001,9.5000000000000140E-001,5.0000000000000000E-001,5.0000000001894174E-001,2.8000000000000000E+001,2.8058948525159881E+001,3.0000000000000000E+000,2.9849738174481160E+000,1.0000000000000000E+003,4.0000000000000000E+001
203,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,5.0000000002102185E-001,2.8000000000000000E+001,2.8022334660111387E+001,3.0000000000000000E+000,2.9901482288585934E+000,1.0000000000000000E+003,4.0000000000000000E+001
204,9.4999999999999996E-001,9.4999999999999873E-001,5.0000000000000000E-001,5.0000000002096412E-001,2.8000000000000000E+001,2.8008463763201451E+001,3.0000000000000000E+000,2.9967416955856407E+000,1.0000000000000000E+003,4.0000000000000000E+001
205,9.4999999999999996E-001,9.4999999999999873E-001,5.0000000000000000E-001,5.0000000001950318E-001,2.8000000000000000E+001,2.8003205954794776E+001,3.0000000000000000E+000,3.0004381668583711E+000,1.0000000000000000E+003,4.0000000000000000E+001
206,9.4999999999999996E-001,9.4999999999999851E-001,5.0000000000000000E-001,5.0000000001721734E-001,2.8000000000000000E+001,2.8001214904372134E+001,3.0000000000000000E+000,3.0016492907927543E+000,1.0000000000000000E+003,4.0000000000000000E+001
207,9.4999999999999996E-001,9.4999999999999740E-001,5.0000000000000000E-001,5.0000000001454492E-001,2.8000000000000000E+001,2.8000459127822548E+001,3.0000000000000000E+000,3.0015975748203019E+000,1.0000000000000000E+003,4.0000000000000000E+001
208,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,5.0000000001179856E-001,2.8000000000000000E+001,2.8000173687348177E+001,3.0000000000000000E+000,3.0011432698491940E+000,1.0000000000000000E+003,4.0000000000000000E+001
209,9.4999999999999996E-001,9.4999999999999929E-001,5.0000000000000000E-001,5.0000000000919032E-001,2.8000000000000000E+001,2.8000065296458583E+001,3.0000000000000000E+000,3.0006975846208599E+000,1.0000000000000000E+003,4.0000000000000000E+001
210,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,5.0000000000684930E-001,2.8000000000000000E+001,2.8000024483264415E+001,3.0000000000000000E+000,3.0003821469469614E+000,1.0000000000000000E+003,4.0000000000000000E+001
211,9.4999999999999996E-001,9.4999999999999984E-001,5.0000000000000000E-001,5.0000000000484324E-001,2.8000000000000000E+001,2.8000009146811809E+001,3.0000000000000000E+000,3.0001938545132480E+000,1.0000000000000000E+003,4.0000000000000000E+001
212,9.4999999999999996E-001,9.4999999999999873E-001,5.0000000000000000E-001,5.0000000000319333E-001,2.8000000000000000E+001,2.8000003417366539E+001,3.0000000000000000E+000,3.0000937410344410E+000,1.0000000000000000E+003,4.0000000000000000E+001
213,9.4999999999999996E-001,9.4999999999999885E-001,5.0000000000000000E-001,5.0000000000189027E-001,2.8000000000000000E+001,2.8000001276641470E+001,3.0000000000000000E+000,3.0000447659004355E+000,1.0000000000000000E+003,4.0000000000000000E+001
214,9.4999999999999996E-001,9.4999999999999962E-001,5.0000000000000000E-001,5.0000000000090383E-001,2.8000000000000000E+001,2.8000000477008562E+001,3.0000000000000000E+000,3.0000220287744890E+000,1.0000000000000000E+003,4.0000000000000000E+001
215,9.4999999999999996E-001,9.4999999999999984E-001,5.0000000000000000E-001,5.0000000000019229E-001,2.8000000000000000E+001,2.8000000175014655E+001,3.0000000000000000E+000,3.0000115061391224E+000,1.0000000000000000E+003,4.0000000000000000E+001
216,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,4.9999999999971034E-001,2.8000000000000000E+001,2.8000000064197241E+001,3.0000000000000000E+000,3.0000065048671098E+000,1.0000000000000000E+003,4.0000000000000000E+001
217,9.4999999999999996E-001,9.5000000000000018E-001,5.0000000000000000E-001,4.9999999999941264E-001,2.8000000000000000E+001,2.8000000023552357E+001,3.0000000000000000E+000,3.0000038921785226E+000,1.0000000000000000E+003,4.0000000000000000E+001
218,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,4.9999999999925632E-001,2.8000000000000000E+001,2.8000000008652059E+001,3.0000000000000000E+000,3.0000023778033023E+000,1.0000000000000000E+003,4.0000000000000000E+001
219,9.4999999999999996E-001,9.4999999999999929E-001,5.0000000000000000E-001,4.9999999999920397E-001,2.8000000000000000E+001,2.8000000003173092E+001,3.0000000000000000E+000,3.0000014418303733E+000,1.0000000000000000E+003,4.0000000000000000E+001
220,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,4.9999999999922351E-001,2.8000000000000000E+001,2.8000000001162071E+001,3.0000000000000000E+000,3.0000008550434312E+000,1.0000000000000000E+003,4.0000000000000000E+001
221,9.4999999999999996E-001,9.4999999999999973E-001,5.0000000000000000E-001,4.9999999999928935E-001,2.8000000000000000E+001,2.8000000000426333E+001,3.0000000000000000E+000,3.0000004938229470E+000,1.0000000000000000E+003,4.0000000000000000E+001
222,9.4999999999999996E-001,9.4999999999999984E-001,5.0000000000000000E-001,4.9999999999938094E-001,2.8000000000000000E+001,2.8000000000156358E+001,3.0000000000000000E+000,3.0000002784324109E+000,1.0000000000000000E+003,4.0000000000000000E+001
223,9.4999999999999996E-001,9.4999999999999918E-001,5.0000000000000000E-001,4.9999999999948341E-001,2.8000000000000000E+001,2.8000000000058122E+001,3.0000000000000000E+000,3.0000001542277350E+000,1.0000000000000000E+003,4.0000000000000000E+001
