"time","Cntrl_PI_1.s_out.signal[1]","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_out.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_out.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_out.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
152,8.1930337717425272E-001,9.4999999999999996E-001,9.4999999999953089E-001,3.9180845619950155E+001,5.0000000000000000E-001,4.9999969580472270E-001,3.7087527477627887E+001,3.5000000000000000E+001,3.4961295278697399E+001,2.8022854173070357E+001,3.0000000000000000E+000,3.0107852572720106E+000,1.0000000000000000E+003,4.0000000000000000E+001
153,8.1930337716994728E-001,9.4999999999999996E-001,9.4999999999955753E-001,3.9180775273667280E+001,5.0000000000000000E-001,4.9999953942725273E-001,3.7043819101480395E+001,3.5000000000000000E+001,3.4985507630451110E+001,2.8077152678925049E+001,3.0000000000000000E+000,3.0069477584134954E+000,1.0000000000000000E+003,4.0000000000000000E+001
154,8.1930337716614210E-001,9.4999999999999996E-001,9.4999999999959917E-001,3.9180723633499440E+001,5.0000000000000000E-001,4.9999946777014292E-001,3.7027465007393623E+001,3.5000000000000000E+001,3.4994574659638793E+001,2.8074228660064122E+001,3.0000000000000000E+000,3.0022162212898911E+000,1.0000000000000000E+003,4.0000000000000000E+001
155,8.1930337716280943E-001,9.4999999999999996E-001,9.4999999999964491E-001,3.9180687811552438E+001,5.0000000000000000E-001,4.9999945674110896E-001,3.7021343903274314E+001,3.5000000000000000E+001,3.4997969389874214E+001,2.8055884676462544E+001,3.0000000000000000E+000,2.9996381469145494E+000,1.0000000000000000E+003,4.0000000000000000E+001
156,8.1930337715991586E-001,9.4999999999999996E-001,9.4999999999968798E-001,3.9180664828059356E+001,5.0000000000000000E-001,4.9999948634211533E-001,3.7019051478612361E+001,3.5000000000000000E+001,3.4999240905896158E+001,2.8039058789206255E+001,3.0000000000000000E+000,2.9988280423534448E+000,1.0000000000000000E+003,4.0000000000000000E+001
157,8.1930337715750423E-001,9.4999999999999996E-001,9.4999999999973461E-001,3.9180651860103893E+001,5.0000000000000000E-001,4.9999954070631158E-001,3.7018194822574678E+001,3.5000000000000000E+001,3.4999716079630907E+001,2.8027867455645080E+001,3.0000000000000000E+000,2.9988904747553340E+000,1.0000000000000000E+003,4.0000000000000000E+001
158,8.1930337715543033E-001,9.4999999999999996E-001,9.4999999999977314E-001,3.9180646351268749E+001,5.0000000000000000E-001,4.9999960762481327E-001,3.7017873079575530E+001,3.5000000000000000E+001,3.4999894547996071E+001,2.8021571273191171E+001,3.0000000000000000E+000,2.9992141311781904E+000,1.0000000000000000E+003,4.0000000000000000E+001
159,8.1930337715374368E-001,9.4999999999999996E-001,9.4999999999981122E-001,3.9180646145764626E+001,5.0000000000000000E-001,4.9999967834686038E-001,3.7017753963034345E+001,3.5000000000000000E+001,3.4999960621784759E+001,2.8018429258899516E+001,3.0000000000000000E+000,2.9995243620838719E+000,1.0000000000000000E+003,4.0000000000000000E+001
160,8.1930337715237589E-001,9.4999999999999996E-001,9.4999999999984586E-001,3.9180649424490433E+001,5.0000000000000000E-001,4.9999974670548913E-001,3.7017709170433733E+001,3.5000000000000000E+001,3.4999985469546573E+001,2.8016982219015947E+001,3.0000000000000000E+000,2.9997403941799692E+000,1.0000000000000000E+003,4.0000000000000000E+001
161,8.1930337715125656E-001,9.4999999999999996E-001,9.4999999999987395E-001,3.9180654788678233E+001,5.0000000000000000E-001,4.9999980891843865E-001,3.7017692636185416E+001,3.5000000000000000E+001,3.4999994637888385E+001,2.8016358218474746E+001,3.0000000000000000E+000,2.9998684007852403E+000,1.0000000000000000E+003,4.0000000000000000E+001
162,8.1930337715031920E-001,9.4999999999999996E-001,9.4999999999989526E-001,3.9180661161775248E+001,5.0000000000000000E-001,4.9999986285976261E-001,3.7017686535812068E+001,3.5000000000000000E+001,3.4999998021532029E+001,2.8016092044350195E+001,3.0000000000000000E+000,2.9999362778182794E+000,1.0000000000000000E+003,4.0000000000000000E+001
163,8.1930337714960644E-001,9.4999999999999996E-001,9.4999999999991769E-001,3.9180667766397690E+001,5.0000000000000000E-001,4.9999990769134189E-001,3.7017684239665769E+001,3.5000000000000000E+001,3.4999999269928296E+001,2.8015970894515018E+001,3.0000000000000000E+000,2.9999695570930771E+000,1.0000000000000000E+003,4.0000000000000000E+001
164,8.1930337714899593E-001,9.4999999999999996E-001,9.4999999999993212E-001,3.9180674070653687E+001,5.0000000000000000E-001,4.9999994349496174E-001,3.7017683445978584E+001,3.5000000000000000E+001,3.4999999735793814E+001,2.8015907507108246E+001,3.0000000000000000E+000,2.9999852182629940E+000,1.0000000000000000E+003,4.0000000000000000E+001
165,8.1930337714851664E-001,9.4999999999999996E-001,9.4999999999994511E-001,3.9180679756198991E+001,5.0000000000000000E-001,4.9999997092230503E-001,3.7017683144844398E+001,3.5000000000000000E+001,3.4999999904336093E+001,2.8015870105972279E+001,3.0000000000000000E+000,2.9999923954429044E+000,1.0000000000000000E+003,4.0000000000000000E+001
166,8.1930337714809487E-001,9.4999999999999996E-001,9.4999999999995344E-001,3.9180684647867736E+001,5.0000000000000000E-001,4.9999999096778602E-001,3.7017683034982319E+001,3.5000000000000000E+001,3.4999999965359216E+001,2.8015846358576926E+001,3.0000000000000000E+000,2.9999958018515813E+000,1.0000000000000000E+003,4.0000000000000000E+001
167,8.1930337714774293E-001,9.4999999999999996E-001,9.4999999999996010E-001,3.9180688684187018E+001,5.0000000000000000E-001,5.0000000478804818E-001,3.7017682995504984E+001,3.5000000000000000E+001,3.4999999987457386E+001,2.8015831202708934E+001,3.0000000000000000E+000,2.9999975543259363E+000,1.0000000000000000E+003,4.0000000000000000E+001
168,8.1930337714744084E-001,9.4999999999999996E-001,9.4999999999996609E-001,3.9180691882764677E+001,5.0000000000000000E-001,5.0000001356803958E-001,3.7017682981240952E+001,3.5000000000000000E+001,3.4999999995459021E+001,2.8015821824721741E+001,3.0000000000000000E+000,2.9999985418368080E+000,1.0000000000000000E+003,4.0000000000000000E+001
169,8.1930337714717805E-001,9.4999999999999996E-001,9.4999999999997076E-001,3.9180694312113545E+001,5.0000000000000000E-001,5.0000001843085662E-001,3.7017682976044966E+001,3.5000000000000000E+001,3.4999999998355499E+001,2.8015816261699712E+001,3.0000000000000000E+000,2.9999991331213325E+000,1.0000000000000000E+003,4.0000000000000000E+001
170,8.1930337714694745E-001,9.4999999999999996E-001,9.4999999999997453E-001,3.9180696069630152E+001,5.0000000000000000E-001,5.0000002038254854E-001,3.7017682974171016E+001,3.5000000000000000E+001,3.4999999999404523E+001,2.8015813093462995E+001,3.0000000000000000E+000,2.9999994937187915E+000,1.0000000000000000E+003,4.0000000000000000E+001
171,8.1930337714674506E-001,9.4999999999999996E-001,9.4999999999997820E-001,3.9180697265123520E+001,5.0000000000000000E-001,5.0000002028370227E-001,3.7017682973495049E+001,3.5000000000000000E+001,3.4999999999784393E+001,2.8015811348030336E+001,3.0000000000000000E+000,2.9999997110334955E+000,1.0000000000000000E+003,4.0000000000000000E+001
172,8.1930337714652957E-001,9.4999999999999996E-001,9.4999999999997886E-001,3.9180698009120839E+001,5.0000000000000000E-001,5.0000001884060608E-001,3.7017682973084483E+001,3.5000000000000000E+001,3.4999999999920668E+001,2.8015810407863427E+001,3.0000000000000000E+000,2.9999998386197815E+000,1.0000000000000000E+003,4.0000000000000000E+001
173,8.1930337714635582E-001,9.4999999999999996E-001,9.4999999999998141E-001,3.9180698405113873E+001,5.0000000000000000E-001,5.0000001660990934E-001,3.7017682973176768E+001,3.5000000000000000E+001,3.4999999999971983E+001,2.8015809906679412E+001,3.0000000000000000E+000,2.9999999113706983E+000,1.0000000000000000E+003,4.0000000000000000E+001
174,8.1930337714618051E-001,9.4999999999999996E-001,9.4999999999998175E-001,3.9180698544927949E+001,5.0000000000000000E-001,5.0000001401185656E-001,3.7017682973132402E+001,3.5000000000000000E+001,3.4999999999989811E+001,2.8015809639129632E+001,3.0000000000000000E+000,2.9999999518003500E+000,1.0000000000000000E+003,4.0000000000000000E+001
175,8.1930337714603385E-001,9.4999999999999996E-001,9.4999999999998364E-001,3.9180698506464481E+001,5.0000000000000000E-001,5.0000001134827610E-001,3.7017682973123947E+001,3.5000000000000000E+001,3.4999999999996326E+001,2.8015809494778559E+001,3.0000000000000000E+000,2.9999999738532148E+000,1.0000000000000000E+003,4.0000000000000000E+001
176,8.1930337714589441E-001,9.4999999999999996E-001,9.4999999999998508E-001,3.9180698353158974E+001,5.0000000000000000E-001,5.0000000882247486E-001,3.7017682973124622E+001,3.5000000000000000E+001,3.4999999999998707E+001,2.8015809415702702E+001,3.0000000000000000E+000,2.9999999857642687E+000,1.0000000000000000E+003,4.0000000000000000E+001
177,8.1930337714575052E-001,9.4999999999999996E-001,9.4999999999998530E-001,3.9180698130399207E+001,5.0000000000000000E-001,5.0000000661267807E-001,3.7017682973119165E+001,3.5000000000000000E+001,3.4999999999999432E+001,2.8015809374758884E+001,3.0000000000000000E+000,2.9999999917319360E+000,1.0000000000000000E+003,4.0000000000000000E+001
178,8.1930337714563650E-001,9.4999999999999996E-001,9.4999999999998674E-001,3.9180697887620809E+001,5.0000000000000000E-001,5.0000000473442718E-001,3.7017682973120294E+001,3.5000000000000000E+001,3.4999999999999766E+001,2.8015809350513656E+001,3.0000000000000000E+000,2.9999999951714065E+000,1.0000000000000000E+003,4.0000000000000000E+001
179,8.1930337714554757E-001,9.4999999999999996E-001,9.4999999999998941E-001,3.9180697647061670E+001,5.0000000000000000E-001,5.0000000319428861E-001,3.7017682973121367E+001,3.5000000000000000E+001,3.4999999999999908E+001,2.8015809336124711E+001,3.0000000000000000E+000,2.9999999971670888E+000,1.0000000000000000E+003,4.0000000000000000E+001
180,8.1930337714543133E-001,9.4999999999999996E-001,9.4999999999998919E-001,3.9180697423253548E+001,5.0000000000000000E-001,5.0000000197510941E-001,3.7017682973121602E+001,3.5000000000000000E+001,3.4999999999999964E+001,2.8015809327587540E+001,3.0000000000000000E+000,2.9999999983326093E+000,1.0000000000000000E+003,4.0000000000000000E+001
181,8.1930337714534851E-001,9.4999999999999996E-001,9.4999999999999107E-001,3.9180697224720134E+001,5.0000000000000000E-001,5.0000000104517583E-001,3.7017682973121566E+001,3.5000000000000000E+001,3.4999999999999986E+001,2.8015809322532487E+001,3.0000000000000000E+000,2.9999999990169477E+000,1.0000000000000000E+003,4.0000000000000000E+001
182,8.1930337714525137E-001,9.4999999999999996E-001,9.4999999999999096E-001,3.9180697055479328E+001,5.0000000000000000E-001,5.0000000036518277E-001,3.7017682973121438E+001,3.5000000000000000E+001,3.4999999999999993E+001,2.8015809319547724E+001,3.0000000000000000E+000,2.9999999994201967E+000,1.0000000000000000E+003,4.0000000000000000E+001
183,8.1930337714518497E-001,9.4999999999999996E-001,9.4999999999999252E-001,3.9180696916320777E+001,5.0000000000000000E-001,4.9999999989331362E-001,3.7017682973122056E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809317790858E+001,3.0000000000000000E+000,2.9999999996582503E+000,1.0000000000000000E+003,4.0000000000000000E+001
184,8.1930337714511536E-001,9.4999999999999996E-001,9.4999999999999285E-001,3.9180696805853721E+001,5.0000000000000000E-001,4.9999999958875141E-001,3.7017682973122085E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809316759565E+001,3.0000000000000000E+000,2.9999999997988116E+000,1.0000000000000000E+003,4.0000000000000000E+001
185,8.1930337714506085E-001,9.4999999999999996E-001,9.4999999999999341E-001,3.9180696721337426E+001,5.0000000000000000E-001,4.9999999941393358E-001,3.7017682973123286E+001,3.5000000000000000E+001,3.5000000000000007E+001,2.8015809316155575E+001,3.0000000000000000E+000,2.9999999998817395E+000,1.0000000000000000E+003,4.0000000000000000E+001
186,8.1930337714503443E-001,9.4999999999999996E-001,9.4999999999999563E-001,3.9180696659314407E+001,5.0000000000000000E-001,4.9999999933583106E-001,3.7017682973123968E+001,3.5000000000000000E+001,3.5000000000000007E+001,2.8015809315802397E+001,3.0000000000000000E+000,2.9999999999305929E+000,1.0000000000000000E+003,4.0000000000000000E+001
187,8.1930337714495027E-001,9.4999999999999996E-001,9.4999999999999341E-001,3.9180696616073966E+001,5.0000000000000000E-001,4.9999999932650496E-001,3.7017682973123200E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315595515E+001,3.0000000000000000E+000,2.9999999999592846E+000,1.0000000000000000E+003,4.0000000000000000E+001
188,8.1930337714491575E-001,9.4999999999999996E-001,9.4999999999999529E-001,3.9180696587974253E+001,5.0000000000000000E-001,4.9999999936315070E-001,3.7017682973123186E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315474463E+001,3.0000000000000000E+000,2.9999999999761342E+000,1.0000000000000000E+003,4.0000000000000000E+001
189,8.1930337714488155E-001,9.4999999999999996E-001,9.4999999999999585E-001,3.9180696571650245E+001,5.0000000000000000E-001,4.9999999942780049E-001,3.7017682973123456E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315403757E+001,3.0000000000000000E+000,2.9999999999860245E+000,1.0000000000000000E+003,4.0000000000000000E+001
190,8.1930337714484736E-001,9.4999999999999996E-001,9.4999999999999629E-001,3.9180696564133193E+001,5.0000000000000000E-001,4.9999999950681878E-001,3.7017682973123542E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315362286E+001,3.0000000000000000E+000,2.9999999999918123E+000,1.0000000000000000E+003,4.0000000000000000E+001
191,8.1930337714480894E-001,9.4999999999999996E-001,9.4999999999999607E-001,3.9180696562904870E+001,5.0000000000000000E-001,4.9999999959029662E-001,3.7017682973124742E+001,3.5000000000000000E+001,3.5000000000000007E+001,2.8015809315337911E+001,3.0000000000000000E+000,2.9999999999951976E+000,1.0000000000000000E+003,4.0000000000000000E+001
192,8.1930337714478441E-001,9.4999999999999996E-001,9.4999999999999696E-001,3.9180696565903851E+001,5.0000000000000000E-001,4.9999999967141162E-001,3.7017682973123911E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315323523E+001,3.0000000000000000E+000,2.9999999999971787E+000,1.0000000000000000E+003,4.0000000000000000E+001
193,8.1930337714476409E-001,9.4999999999999996E-001,9.4999999999999751E-001,3.9180696571501528E+001,5.0000000000000000E-001,4.9999999974581316E-001,3.7017682973124060E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315315124E+001,3.0000000000000000E+000,2.9999999999983453E+000,1.0000000000000000E+003,4.0000000000000000E+001
194,8.1930337714475454E-001,9.4999999999999996E-001,9.4999999999999840E-001,3.9180696578458118E+001,5.0000000000000000E-001,4.9999999981105703E-001,3.7017682973124252E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315310307E+001,3.0000000000000000E+000,2.9999999999990363E+000,1.0000000000000000E+003,4.0000000000000000E+001
195,8.1930337714473001E-001,9.4999999999999996E-001,9.4999999999999785E-001,3.9180696585869356E+001,5.0000000000000000E-001,4.9999999986611271E-001,3.7017682973124337E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315307454E+001,3.0000000000000000E+000,2.9999999999994356E+000,1.0000000000000000E+003,4.0000000000000000E+001
196,8.1930337714469781E-001,9.4999999999999996E-001,9.4999999999999707E-001,3.9180696593109616E+001,5.0000000000000000E-001,4.9999999991094746E-001,3.7017682973124266E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315305582E+001,3.0000000000000000E+000,2.9999999999996567E+000,1.0000000000000000E+003,4.0000000000000000E+001
197,8.1930337714468682E-001,9.4999999999999996E-001,9.4999999999999818E-001,3.9180696599776908E+001,5.0000000000000000E-001,4.9999999994618904E-001,3.7017682973124188E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315304388E+001,3.0000000000000000E+000,2.9999999999997895E+000,1.0000000000000000E+003,4.0000000000000000E+001
198,8.1930337714465906E-001,9.4999999999999996E-001,9.4999999999999762E-001,3.9180696605642581E+001,5.0000000000000000E-001,4.9999999997286176E-001,3.7017682973124010E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315303567E+001,3.0000000000000000E+000,2.9999999999998646E+000,1.0000000000000000E+003,4.0000000000000000E+001
199,8.1930337714467683E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696610606482E+001,5.0000000000000000E-001,4.9999999999218525E-001,3.7017682973124984E+001,3.5000000000000000E+001,3.5000000000000007E+001,2.8015809315303329E+001,3.0000000000000000E+000,2.9999999999999312E+000,1.0000000000000000E+003,4.0000000000000000E+001
200,8.1930337714465995E-001,9.4999999999999996E-001,9.4999999999999951E-001,3.9180696614660093E+001,5.0000000000000000E-001,5.0000000000543221E-001,3.7017682973125204E+001,3.5000000000000000E+001,3.5000000000000007E+001,2.8015809315303155E+001,3.0000000000000000E+000,2.9999999999999623E+000,1.0000000000000000E+003,4.0000000000000000E+001
201,8.1930337714462853E-001,9.4999999999999996E-001,9.4999999999999818E-001,3.9180696617855368E+001,5.0000000000000000E-001,5.0000000001382749E-001,3.7017682973124451E+001,3.5000000000000000E+001,3.5000000000000000E+001,2.8015809315302832E+001,3.0000000000000000E+000,2.9999999999999658E+000,1.0000000000000000E+003,4.0000000000000000E+001
202,8.1930337714465673E-001,9.4999999999999996E-001,9.5000000000000140E-001,3.9180696620390400E+001,5.0000000000000000E-001,5.0000000001894174E-001,5.2870433057740840E+001,2.8000000000000000E+001,2.8058948525159881E+001,2.7758825510996729E+001,3.0000000000000000E+000,2.9849738174481160E+000,1.0000000000000000E+003,4.0000000000000000E+001
203,8.1930337714463131E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622226115E+001,5.0000000000000000E-001,5.0000000002102185E-001,5.2981429684585237E+001,2.8000000000000000E+001,2.8022334660111387E+001,2.7680503180987778E+001,3.0000000000000000E+000,2.9901482288585934E+000,1.0000000000000000E+003,4.0000000000000000E+001
204,8.1930337714462398E-001,9.4999999999999996E-001,9.4999999999999873E-001,3.9180696623477090E+001,5.0000000000000000E-001,5.0000000002096412E-001,5.3023597833705097E+001,2.8000000000000000E+001,2.8008463763201451E+001,2.7682714412244849E+001,3.0000000000000000E+000,2.9967416955856407E+000,1.0000000000000000E+003,4.0000000000000000E+001
205,8.1930337714461376E-001,9.4999999999999996E-001,9.4999999999999873E-001,3.9180696624258204E+001,5.0000000000000000E-001,5.0000000001950318E-001,5.3039598818340188E+001,2.8000000000000000E+001,2.8003205954794776E+001,2.7708109023406475E+001,3.0000000000000000E+000,3.0004381668583711E+000,1.0000000000000000E+003,4.0000000000000000E+001
206,8.1930337714460177E-001,9.4999999999999996E-001,9.4999999999999851E-001,3.9180696624676884E+001,5.0000000000000000E-001,5.0000000001721734E-001,5.3045660588370360E+001,2.8000000000000000E+001,2.8001214904372134E+001,2.7732200763818753E+001,3.0000000000000000E+000,3.0016492907927543E+000,1.0000000000000000E+003,4.0000000000000000E+001
207,8.1930337714457113E-001,9.4999999999999996E-001,9.4999999999999740E-001,3.9180696624828954E+001,5.0000000000000000E-001,5.0000000001454492E-001,5.3047961908624131E+001,2.8000000000000000E+001,2.8000459127822548E+001,2.7748509302665621E+001,3.0000000000000000E+000,3.0015975748203019E+000,1.0000000000000000E+003,4.0000000000000000E+001
208,8.1930337714459434E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696624795139E+001,5.0000000000000000E-001,5.0000000001179856E-001,5.3048831117381930E+001,2.8000000000000000E+001,2.8000173687348177E+001,2.7757774819263364E+001,3.0000000000000000E+000,3.0011432698491940E+000,1.0000000000000000E+003,4.0000000000000000E+001
209,8.1930337714457913E-001,9.4999999999999996E-001,9.4999999999999929E-001,3.9180696624641350E+001,5.0000000000000000E-001,5.0000000000919032E-001,5.3049161194670290E+001,2.8000000000000000E+001,2.8000065296458583E+001,2.7762442882026889E+001,3.0000000000000000E+000,3.0006975846208599E+000,1.0000000000000000E+003,4.0000000000000000E+001
210,8.1930337714458568E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696624418864E+001,5.0000000000000000E-001,5.0000000000684930E-001,5.3049285477809647E+001,2.8000000000000000E+001,2.8000024483264415E+001,2.7764583747708503E+001,3.0000000000000000E+000,3.0003821469469614E+000,1.0000000000000000E+003,4.0000000000000000E+001
211,8.1930337714458257E-001,9.4999999999999996E-001,9.4999999999999984E-001,3.9180696624166345E+001,5.0000000000000000E-001,5.0000000000484324E-001,5.3049332181729064E+001,2.8000000000000000E+001,2.8000009146811809E+001,2.7765505020718187E+001,3.0000000000000000E+000,3.0001938545132480E+000,1.0000000000000000E+003,4.0000000000000000E+001
212,8.1930337714457013E-001,9.4999999999999996E-001,9.4999999999999873E-001,3.9180696623910990E+001,5.0000000000000000E-001,5.0000000000319333E-001,5.3049349628667301E+001,2.8000000000000000E+001,2.8000003417366539E+001,2.7765895153548534E+001,3.0000000000000000E+000,3.0000937410344410E+000,1.0000000000000000E+003,4.0000000000000000E+001
213,8.1930337714456636E-001,9.4999999999999996E-001,9.4999999999999885E-001,3.9180696623671182E+001,5.0000000000000000E-001,5.0000000000189027E-001,5.3049356151564133E+001,2.8000000000000000E+001,2.8000001276641470E+001,2.7766072935380052E+001,3.0000000000000000E+000,3.0000447659004355E+000,1.0000000000000000E+003,4.0000000000000000E+001
214,8.1930337714457879E-001,9.4999999999999996E-001,9.4999999999999962E-001,3.9180696623457834E+001,5.0000000000000000E-001,5.0000000000090383E-001,5.3049358584268276E+001,2.8000000000000000E+001,2.8000000477008562E+001,2.7766167466066726E+001,3.0000000000000000E+000,3.0000220287744890E+000,1.0000000000000000E+003,4.0000000000000000E+001
215,8.1930337714457746E-001,9.4999999999999996E-001,9.4999999999999984E-001,3.9180696623276468E+001,5.0000000000000000E-001,5.0000000000019229E-001,5.3049359506290756E+001,2.8000000000000000E+001,2.8000000175014655E+001,2.7766225856488514E+001,3.0000000000000000E+000,3.0000115061391224E+000,1.0000000000000000E+003,4.0000000000000000E+001
216,8.1930337714458046E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696623128313E+001,5.0000000000000000E-001,4.9999999999971034E-001,5.3049359840546629E+001,2.8000000000000000E+001,2.8000000064197241E+001,2.7766264155098817E+001,3.0000000000000000E+000,3.0000065048671098E+000,1.0000000000000000E+003,4.0000000000000000E+001
217,8.1930337714457990E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696623012189E+001,5.0000000000000000E-001,4.9999999999941264E-001,5.3049359964187708E+001,2.8000000000000000E+001,2.8000000023552357E+001,2.7766289241350776E+001,3.0000000000000000E+000,3.0000038921785226E+000,1.0000000000000000E+003,4.0000000000000000E+001
218,8.1930337714456514E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622924984E+001,5.0000000000000000E-001,4.9999999999925632E-001,5.3049360010898603E+001,2.8000000000000000E+001,2.8000000008652059E+001,2.7766305063329025E+001,3.0000000000000000E+000,3.0000023778033023E+000,1.0000000000000000E+003,4.0000000000000000E+001
219,8.1930337714456403E-001,9.4999999999999996E-001,9.4999999999999929E-001,3.9180696622862818E+001,5.0000000000000000E-001,4.9999999999920397E-001,5.3049360026557977E+001,2.8000000000000000E+001,2.8000000003173092E+001,2.7766314579303852E+001,3.0000000000000000E+000,3.0000014418303733E+000,1.0000000000000000E+003,4.0000000000000000E+001
220,8.1930337714457879E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622821316E+001,5.0000000000000000E-001,4.9999999999922351E-001,5.3049360032043822E+001,2.8000000000000000E+001,2.8000000001162071E+001,2.7766320053698436E+001,3.0000000000000000E+000,3.0000008550434312E+000,1.0000000000000000E+003,4.0000000000000000E+001
221,8.1930337714456725E-001,9.4999999999999996E-001,9.4999999999999973E-001,3.9180696622796347E+001,5.0000000000000000E-001,4.9999999999928935E-001,5.3049360034270656E+001,2.8000000000000000E+001,2.8000000000426333E+001,2.7766323093120334E+001,3.0000000000000000E+000,3.0000004938229470E+000,1.0000000000000000E+003,4.0000000000000000E+001
222,8.1930337714456625E-001,9.4999999999999996E-001,9.4999999999999984E-001,3.9180696622783884E+001,5.0000000000000000E-001,4.9999999999938094E-001,5.3049360035090189E+001,2.8000000000000000E+001,2.8000000000156358E+001,2.7766324741554822E+001,3.0000000000000000E+000,3.0000002784324109E+000,1.0000000000000000E+003,4.0000000000000000E+001
223,8.1930337714455792E-001,9.4999999999999996E-001,9.4999999999999918E-001,3.9180696622780552E+001,5.0000000000000000E-001,4.9999999999948341E-001,5.3049360035494516E+001,2.8000000000000000E+001,2.8000000000058122E+001,2.7766325626912952E+001,3.0000000000000000E+000,3.0000001542277350E+000,1.0000000000000000E+003,4.0000000000000000E+001
224,8.1930337714456536E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622783408E+001,5.0000000000000000E-001,4.9999999999958594E-001,5.3049360035487453E+001,2.8000000000000000E+001,2.8000000000020840E+001,2.7766326104100919E+001,3.0000000000000000E+000,3.0000000846167389E+000,1.0000000000000000E+003,4.0000000000000000E+001
225,8.1930337714455781E-001,9.4999999999999996E-001,9.4999999999999962E-001,3.9180696622790215E+001,5.0000000000000000E-001,4.9999999999968175E-001,5.3049360035548446E+001,2.8000000000000000E+001,2.8000000000007756E+001,2.7766326364815789E+001,3.0000000000000000E+000,3.0000000463700447E+000,1.0000000000000000E+003,4.0000000000000000E+001
226,8.1930337714456103E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696622799140E+001,5.0000000000000000E-001,4.9999999999976652E-001,5.3049360035553917E+001,2.8000000000000000E+001,2.8000000000002807E+001,2.7766326509863227E+001,3.0000000000000000E+000,3.0000000255550043E+000,1.0000000000000000E+003,4.0000000000000000E+001
227,8.1930337714455093E-001,9.4999999999999996E-001,9.4999999999999962E-001,3.9180696622808803E+001,5.0000000000000000E-001,4.9999999999983602E-001,5.3049360035560980E+001,2.8000000000000000E+001,2.8000000000001215E+001,2.7766326586402855E+001,3.0000000000000000E+000,3.0000000150174353E+000,1.0000000000000000E+003,4.0000000000000000E+001
228,8.1930337714455670E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696622818225E+001,5.0000000000000000E-001,4.9999999999989425E-001,5.3049360035560113E+001,2.8000000000000000E+001,2.8000000000000426E+001,2.7766326635687879E+001,3.0000000000000000E+000,3.0000000084238185E+000,1.0000000000000000E+003,4.0000000000000000E+001
229,8.1930337714457757E-001,9.4999999999999996E-001,9.5000000000000162E-001,3.9180696622826936E+001,5.0000000000000000E-001,4.9999999999993977E-001,5.3049360035562884E+001,2.8000000000000000E+001,2.8000000000000163E+001,2.7766326663947488E+001,3.0000000000000000E+000,3.0000000047638498E+000,1.0000000000000000E+003,4.0000000000000000E+001
230,8.1930337714456258E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622834425E+001,5.0000000000000000E-001,4.9999999999997236E-001,5.3049360035563318E+001,2.8000000000000000E+001,2.8000000000000071E+001,2.7766326679046820E+001,3.0000000000000000E+000,3.0000000028464049E+000,1.0000000000000000E+003,4.0000000000000000E+001
231,8.1930337714455403E-001,9.4999999999999996E-001,9.4999999999999962E-001,3.9180696622840706E+001,5.0000000000000000E-001,4.9999999999999561E-001,5.3049360035563488E+001,2.8000000000000000E+001,2.8000000000000032E+001,2.7766326688085055E+001,3.0000000000000000E+000,3.0000000017015256E+000,1.0000000000000000E+003,4.0000000000000000E+001
