"time","J1_w","J2_w","J3_w","J4_w"
0.918,3.4650782016678594E+000,3.4650782016678594E+000,3.4650782016678598E+000,1.7999999999999750E-001
0.921,3.4493383563942324E+000,3.4493383563942324E+000,3.4493383563942328E+000,2.0999999999999730E-001
0.924,3.4330316389640938E+000,3.4330316389640938E+000,3.4330316389640942E+000,2.3999999999999710E-001
0.927,3.4160548252836920E+000,3.4160548252836920E+000,3.4160548252836924E+000,2.6999999999999691E-001
0.93,3.3983993356844699E+000,3.3983993356844699E+000,3.3983993356844704E+000,2.9999999999999671E-001
0.933,3.3802129418443885E+000,3.3802129418443885E+000,3.3802129418443889E+000,3.2999999999999652E-001
0.936,3.3617569983274511E+000,3.3617569983274511E+000,3.3617569983274516E+000,3.5999999999999677E-001
0.939,3.3428322784328284E+000,3.3428322784328284E+000,3.3428322784328288E+000,3.8999999999999657E-001
0.942,3.3234387821605198E+000,3.3234387821605198E+000,3.3234387821605202E+000,4.1999999999999682E-001
0.945,3.3040339971936783E+000,3.3040339971936783E+000,3.3040339971936787E+000,4.4999999999999662E-001
0.948,3.2845450914300192E+000,3.2845450914300192E+000,3.2845450914300196E+000,4.7999999999999643E-001
0.951,3.2648626388105813E+000,3.2648626388105813E+000,3.2648626388105817E+000,5.0999999999999668E-001
0.954,3.2450316347335111E+000,3.2450316347335111E+000,3.2450316347335115E+000,5.3999999999999648E-001
0.957,3.2253756279776993E+000,3.2253756279776993E+000,3.2253756279776997E+000,5.6999999999999673E-001
0.96,3.2058322440786484E+000,3.2058322440786484E+000,3.2058322440786489E+000,5.9999999999999609E-001
0.963,3.1866270434006889E+000,3.1866270434006889E+000,3.1866270434006894E+000,6.2999999999999634E-001
0.966,3.1677367299992625E+000,3.1677367299992625E+000,3.1677367299992629E+000,6.5999999999999570E-001
0.969,3.1493344867121018E+000,3.1493344867121018E+000,3.1493344867121023E+000,6.8999999999999595E-001
0.972,3.1314071265043601E+000,3.1314071265043601E+000,3.1314071265043606E+000,7.1999999999999620E-001
0.975,3.1140884806117217E+000,3.1140884806117217E+000,3.1140884806117222E+000,7.4999999999999645E-001
0.978,3.0973712641230469E+000,3.0973712641230469E+000,3.0973712641230473E+000,7.7999999999999625E-001
0.981,3.0813315430578778E+000,3.0813315430578778E+000,3.0813315430578783E+000,8.0999999999999694E-001
0.984,3.0660716112446615E+000,3.0660716112446615E+000,3.0660716112446620E+000,8.3999999999999675E-001
0.987,3.0516227542260563E+000,3.0516227542260563E+000,3.0516227542260568E+000,8.6999999999999700E-001
0.99,3.0380265782843887E+000,3.0380265782843887E+000,3.0380265782843892E+000,8.9999999999999769E-001
0.993,3.0253211057948701E+000,3.0253211057948701E+000,3.0253211057948706E+000,9.2999999999999750E-001
0.996,3.0135649187662890E+000,3.0135649187662890E+000,3.0135649187662894E+000,9.5999999999999774E-001
0.999,3.0027461189531746E+000,3.0027461189531746E+000,3.0027461189531750E+000,9.8999999999999755E-001
1.002,2.9938810171559345E+000,2.9924659418780450E+000,2.9924659418780455E+000,1.0199999999999954E+000
1.005,2.9880768210075135E+000,2.9820484010358035E+000,2.9820484010358039E+000,1.0499999999999927E+000
1.009,2.9847352519044525E+000,2.9680760559932922E+000,2.9680760559932926E+000,1.0899999999999879E+000
1.012,2.9854888869821496E+000,2.9575339450240139E+000,2.9575339450240143E+000,1.1199999999999841E+000
