"time","J1_w","J2_w","J3_w","J4_w"
0.774,3.5230296753334311E+000,3.2900199099845771E+000,3.2909987739539734E+000,2.3536728122053319E-014
0.777,3.4849412042949282E+000,3.2984610329311455E+000,3.2994398969005418E+000,2.3536728122053319E-014
0.78,3.4490361389678847E+000,3.3068553510510412E+000,3.3078342150204376E+000,2.3980817331903381E-014
0.783,3.4154843967338864E+000,3.3152027450424222E+000,3.3161816090118186E+000,2.3980817331903381E-014
0.786,3.3844358383821276E+000,3.3235030962703438E+000,3.3244819602397402E+000,2.4424906541753444E-014
0.789,3.3560189400370870E+000,3.3317562867684409E+000,3.3327351507378373E+000,2.3980817331903381E-014
0.792,3.3303396548861555E+000,3.3399621992406092E+000,3.3409410632100056E+000,2.3980817331903381E-014
0.795,3.3281589400756650E+000,3.3377814844301188E+000,3.3387603483995152E+000,2.3980817331903381E-014
0.798,3.3269060200359220E+000,3.3365285643903757E+000,3.3375074283597721E+000,2.3980817331903381E-014
0.801,3.3265920157738971E+000,3.3362145601283508E+000,3.3371934240977472E+000,2.3980817331903381E-014
0.804,3.3272197144136504E+000,3.3368422587681041E+000,3.3378211227375005E+000,2.3980817331903381E-014
0.807,3.3287835444576186E+000,3.3384060888120723E+000,3.3393849527814687E+000,2.3980817331903381E-014
0.81,3.3312696252396208E+000,3.3408921695940745E+000,3.3418710335634709E+000,2.3980817331903381E-014
0.813,3.3346558901306373E+000,3.3442784344850911E+000,3.3452572984544875E+000,2.3980817331903381E-014
0.816,3.3389122824037689E+000,3.3485348267582227E+000,3.3495136907276191E+000,2.3980817331903381E-014
0.819,3.3440010220198730E+000,3.3536235663743268E+000,3.3546024303437232E+000,2.3980817331903381E-014
0.822,3.3498769409658653E+000,3.3594994853203191E+000,3.3604783492897154E+000,2.3980817331903381E-014
0.825,3.3564878841692019E+000,3.3661104285236556E+000,3.3670892924930520E+000,2.3980817331903381E-014
0.828,3.3637751724299965E+000,3.3733977167844502E+000,3.3743765807538466E+000,2.3980817331903381E-014
0.831,3.3716741232617515E+000,3.3812966676162053E+000,3.3822755315856017E+000,2.3980817331903381E-014
0.834,3.3808423849010460E+000,3.3893732894304605E+000,3.3903521533998568E+000,2.3980817331903381E-014
0.837,3.3925975327777436E+000,3.3968564167756021E+000,3.3978352807449985E+000,2.3536728122053319E-014
0.84,3.4056135214479193E+000,3.4042904818431468E+000,3.4052693458125431E+000,2.3536728122053319E-014
0.843,3.4196430608080730E+000,3.4116753789785732E+000,3.4126542429479696E+000,2.3092638912203256E-014
0.846,3.4344307358455506E+000,3.4190110032261476E+000,3.4199898671955440E+000,2.3092638912203256E-014
0.849,3.4497152755804819E+000,3.4262972503304110E+000,3.4272761142998074E+000,2.2648549702353193E-014
0.852,3.4652318739732899E+000,3.4335340167376649E+000,3.4345128807070613E+000,2.3092638912203256E-014
0.855,3.4807145421972003E+000,3.4407211995974394E+000,3.4417000635668358E+000,2.3092638912203256E-014
0.858,3.4958984713967913E+000,3.4478586967639568E+000,3.4488375607333532E+000,2.3536728122053319E-014
0.861,3.5105223849605438E+000,3.4549464067975837E+000,3.4559252707669801E+000,2.3092638912203256E-014
0.864,3.5243308594284311E+000,3.4619842289662723E+000,3.4629630929356687E+000,2.3092638912203256E-014
0.867,3.5370765934339761E+000,3.4689720632469911E+000,3.4699509272163875E+000,2.3092638912203256E-014
0.87,3.5485226045414686E+000,3.4759098103271473E+000,3.4768886742965437E+000,2.3092638912203256E-014
0.873,3.5584443344790304E+000,3.4827973716059981E+000,3.4837762355753945E+000,2.3536728122053319E-014
0.876,3.5666316440813057E+000,3.4896346491960517E+000,3.4906135131654481E+000,2.3092638912203256E-014
0.879,3.5728906802344986E+000,3.4964215459244601E+000,3.4974004098938565E+000,2.2648549702353193E-014
0.882,3.5770455982525990E+000,3.5031579653343980E+000,3.5041368293037944E+000,2.3092638912203256E-014
0.885,3.5789401243968380E+000,3.5098438116864332E+000,3.5108226756558296E+000,2.2648549702353193E-014
0.888,3.5784389446693154E+000,3.5164789899598907E+000,3.5174578539292871E+000,2.2204460492503131E-014
