"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6"
8.68,1.7352384229546132E+000,1.0000000000000000E+000,8.0021914306409130E+000,1.7352384229546132E+000,2.9427286518353098E+003,7.0660848875423854E-001,-3.2202144544613343E-001
8.7,1.7486466479016627E+000,1.0000000000000000E+000,8.0370307759976694E+000,1.7486466479016627E+000,3.0021607231746261E+003,7.0589124620321941E-001,-3.3686415549522120E-001
8.72,1.7617554241713742E+000,1.0000000000000000E+000,8.0721353002059484E+000,1.7617554241713742E+000,3.0627931340869573E+003,7.0489172319978222E-001,-3.5197197777180711E-001
8.74,1.7745595084280212E+000,1.0000000000000000E+000,8.1074989616574573E+000,1.7745595084280212E+000,3.1246501391414063E+003,7.0361031822035391E-001,-3.6733887198731074E-001
8.76,1.7870537792086201E+000,1.0000000000000000E+000,8.1431156150924622E+000,1.7870537792086201E+000,3.1877564829865505E+003,7.0204754251652002E-001,-3.8295869417557737E-001
8.78,1.7992332389714463E+000,1.0000000000000000E+000,8.1789790140578091E+000,1.7992332389714463E+000,3.2521374102482237E+003,7.0020401991001413E-001,-3.9882519915141557E-001
8.8,1.8110930160949856E+000,1.0000000000000000E+000,8.2150828134054183E+000,1.8110930160949856E+000,3.3178186756272003E+003,6.9808048654268973E-001,-4.1493204300960373E-001
8.82,1.8226283668265169E+000,1.0000000000000000E+000,8.2514205718302680E+000,1.8226283668265169E+000,3.3848265542008317E+003,6.9567779058157653E-001,-4.3127278566336136E-001
8.84,1.8338346771795500E+000,1.0000000000000000E+000,8.2879857544468223E+000,1.8338346771795500E+000,3.4531878519327443E+003,6.9299689187913782E-001,-4.4784089342127187E-001
8.86,1.8447074647793591E+000,1.0000000000000000E+000,8.3247717354028978E+000,1.8447074647793591E+000,3.5229299163948158E+003,6.9003886158886474E-001,-4.6462974160162729E-001
8.88,1.8552423806558733E+000,1.0000000000000000E+000,8.3617718005299260E+000,1.8552423806558733E+000,3.5940806477057076E+003,6.8680488173636067E-001,-4.8163261718314943E-001
8.9,1.8654352109832053E+000,1.0000000000000000E+000,8.3989791500285165E+000,1.8654352109832053E+000,3.6666685096903407E+003,6.8329624474608841E-001,-4.9884272149102582E-001
8.92,1.8752818787651266E+000,1.0000000000000000E+000,8.4363869011882997E+000,1.8752818787651266E+000,3.7407225412647676E+003,6.7951435292396734E-001,-5.1625317291718953E-001
8.94,1.8847784454658121E+000,1.0000000000000000E+000,8.4739880911409120E+000,1.8847784454658121E+000,3.8162723680510016E+003,6.7546071789602957E-001,-5.3385700967375038E-001
8.96,1.8939211125852002E+000,1.0000000000000000E+000,8.5117756796450532E+000,1.8939211125852002E+000,3.8933482142264534E+003,6.7113696000335687E-001,-5.5164719257848416E-001
8.98,1.9027062231783440E+000,1.0000000000000000E+000,8.5497425519024848E+000,1.9027062231783440E+000,3.9719809146127041E+003,6.6654480765354251E-001,-5.6961660787125679E-001
9,1.9111302633181397E+000,1.0000000000000000E+000,8.5878815214038600E+000,1.9111302633181397E+000,4.0522019270084629E+003,6.6168609662893640E-001,-5.8775807006026448E-001
9.02,1.9191898635008502E+000,1.0000000000000000E+000,8.6261853328032281E+000,1.9191898635008502E+000,4.1340433447716341E+003,6.5656276935194946E-001,-6.0606432479694872E-001
9.04,1.9268817999938623E+000,1.0000000000000000E+000,8.6646466648200757E+000,1.9268817999938623E+000,4.2175379096555353E+003,6.5117687410771130E-001,-6.2452805177843729E-001
9.06,1.9342029961251366E+000,1.0000000000000000E+000,8.7032581331677452E+000,1.9342029961251366E+000,4.3027190249043915E+003,6.4553056422439303E-001,-6.4314186767634796E-001
9.08,1.9411505235138351E+000,1.0000000000000000E+000,8.7420122935070470E+000,1.9411505235138351E+000,4.3896207686133575E+003,6.3962609721152119E-001,-6.6189832909079016E-001
9.1,1.9477216032416351E+000,1.0000000000000000E+000,8.7809016444238939E+000,1.9477216032416351E+000,4.4782779073584024E+003,6.3346583385662825E-001,-6.8078993552837608E-001
9.12,1.9539136069642586E+000,1.0000000000000000E+000,8.8199186304297790E+000,1.9539136069642586E+000,4.5687259101015115E+003,6.2705223728060111E-001,-6.9980913240305376E-001
9.14,1.9597240579627753E+000,1.0000000000000000E+000,8.8590556449838544E+000,1.9597240579627753E+000,4.6610009623767737E+003,6.2038787195210432E-001,-7.1894831405856396E-001
9.16,1.9651506321342576E+000,1.0000000000000000E+000,8.8983050335354541E+000,1.9651506321342576E+000,4.7551399807630205E+003,6.1347540266147349E-001,-7.3819982681130791E-001
9.18,1.9701911589213901E+000,1.0000000000000000E+000,8.9376590965858131E+000,1.9701911589213901E+000,4.8511806276488260E+003,6.0631759345448755E-001,-7.5755597201241254E-001
9.2,1.9748436221806642E+000,1.0000000000000000E+000,8.9771100927677647E+000,1.9748436221806642E+000,4.9491613262957399E+003,5.9891730652644737E-001,-7.7700900912776694E-001
9.22,1.9791061609888083E+000,1.0000000000000000E+000,9.0166502419421750E+000,1.9791061609888083E+000,5.0491212762058203E+003,5.9127750107700261E-001,-7.9655115883480043E-001
9.24,1.9829770703871321E+000,1.0000000000000000E+000,9.0562717283099090E+000,1.9829770703871321E+000,5.1511004687995874E+003,5.8340123212618478E-001,-8.1617460613475989E-001
9.26,1.9864548020634880E+000,1.0000000000000000E+000,9.0959667035380338E+000,1.9864548020634880E+000,5.2551397034106776E+003,5.7529164929212007E-001,-8.3587150347924521E-001
9.28,1.9895379649715741E+000,1.0000000000000000E+000,9.1357272898990569E+000,1.9895379649715741E+000,5.3612806036035990E+003,5.6695199553090980E-001,-8.5563397390975193E-001
9.3,1.9922253258873357E+000,1.0000000000000000E+000,9.1755455834219024E+000,1.9922253258873357E+000,5.4695656338211202E+003,5.5838560583918428E-001,-8.7545411420896468E-001
9.32,1.9945158099022375E+000,1.0000000000000000E+000,9.2154136570534035E+000,1.9945158099022375E+000,5.5800381163679403E+003,5.4959590591984642E-001,-8.9532399806254215E-001
9.34,1.9964085008532131E+000,1.0000000000000000E+000,9.2553235638290108E+000,1.9964085008532131E+000,5.6927422487374433E+003,5.4058641081154135E-001,-9.1523567923012761E-001
9.36,1.9979026416891175E+000,1.0000000000000000E+000,9.2952673400514758E+000,1.9979026416891175E+000,5.8077231212884808E+003,5.3136072348239782E-001,-9.3518119472431871E-001
9.38,1.9989976347735379E+000,1.0000000000000000E+000,9.3352370084762235E+000,1.9989976347735379E+000,5.9250267352792225E+003,5.2192253338860539E-001,-9.5515256799632409E-001
9.4,1.9996930421238399E+000,1.0000000000000000E+000,9.3752245815021436E+000,1.9996930421238399E+000,6.0447000212653247E+003,5.1227561499840224E-001,-9.7514181212703255E-001
9.42,1.9999885855863559E+000,1.0000000000000000E+000,9.4152220643665210E+000,1.9999885855863559E+000,6.1667908578697543E+003,5.0242382628206605E-001,-9.9514093302222106E-001
9.44,1.9998841469476414E+000,9.9976988742217032E-001,9.4552214583428409E+000,1.9998841469476414E+000,6.2913480909317905E+003,4.9237110716850957E-001,-1.0151419326106197E+000
9.46,1.9993797679817591E+000,9.9876112949040596E-001,9.4952147639401669E+000,1.9993797679817591E+000,6.4184215530428573E+003,4.8212147796909960E-001,-1.0351368120435573E+000
9.48,1.9984756504335706E+000,9.9695289439402890E-001,9.5351939841028344E+000,1.9984756504335706E+000,6.5480620834770061E+003,4.7167903776932918E-001,-1.0551175748949098E+000
9.5,1.9971721559380402E+000,9.9434590540296852E-001,9.5751511274091641E+000,1.9971721559380402E+000,6.6803215485240216E+003,4.6104796278898619E-001,-1.0750762303600654E+000
9.52,1.9954698058755869E+000,9.9094120527806162E-001,9.6150782112679263E+000,1.9954698058755869E+000,6.8152528622332857E+003,4.5023250471147425E-001,-1.0950047964526357E+000
9.54,1.9933692811635375E+000,9.8674015585396291E-001,9.6549672651112672E+000,1.9933692811635375E+000,6.9529100075767028E+003,4.3923698898295416E-001,-1.1148953031976265E+000
9.56,1.9908714219837704E+000,9.8174443749442863E-001,9.6948103335828346E+000,1.9908714219837704E+000,7.0933480580391406E+003,4.2806581308198582E-001,-1.1347397958197960E+000
9.58,1.9879772274466530E+000,9.7595604842019401E-001,9.7345994797198081E+000,1.9879772274466530E+000,7.2366231996450433E+003,4.1672344476036316E-001,-1.1545303379259240E+000
9.6,1.9846878551914116E+000,9.6937730390971122E-001,9.7743267881275884E+000,1.9846878551914116E+000,7.3827927534300115E+003,4.0521442025584514E-001,-1.1742590146797185E+000
9.62,1.9810046209230905E+000,9.6201083537306908E-001,9.8139843681458370E+000,1.9810046209230905E+000,7.5319151983663505E+003,3.9354334247749756E-001,-1.1939179359680927E+000
9.64,1.9769289978862878E+000,9.5385958929946379E-001,9.8535643570046449E+000,1.9769289978862878E+000,7.6840501947517541E+003,3.8171487916437197E-001,-1.2134992395575410E+000
9.66,1.9724626162758776E+000,9.4492682607864320E-001,9.8930589229695318E+000,1.9724626162758776E+000,7.8392586080704850E+003,3.6973376101825800E-001,-1.2329950942393586E+000
9.68,1.9676072625849528E+000,9.3521611869679366E-001,9.9324602684740366E+000,1.9676072625849528E+000,7.9976025333365887E+003,3.5760477981125494E-001,-1.2523977029624400E+000
9.7,1.9623648788902526E+000,9.2473135130739348E-001,9.9717606332386364E+000,1.9623648788902526E+000,8.1591453199288944E+003,3.4533278646892090E-001,-1.2716993059524080E+000
9.72,1.9567375620753575E+000,9.1347671767760330E-001,1.0010952297374761E+001,1.9567375620753575E+000,8.3239515969277290E+003,3.3292268912976508E-001,-1.2908921838158243E+000
9.74,1.9507275629919638E+000,9.0145671951081541E-001,1.0050027584472643E+001,1.9507275629919638E+000,8.4920872989634790E+003,3.2037945118185973E-001,-1.3099686606282410E+000
9.76,1.9443372855595720E+000,8.8867616464603205E-001,1.0088978864671775E+001,1.9443372855595720E+000,8.6636196925873537E+003,3.0770808927735688E-001,-1.3289211070048550E+000
9.78,1.9375692858039530E+000,8.7514016513479398E-001,1.0127798557712760E+001,1.9375692858039530E+000,8.8386174031748797E+003,2.9491367132570417E-001,-1.3477419431525415E+000
9.8,1.9304262708347701E+000,8.6085413519642795E-001,1.0166479135969304E+001,1.9304262708347701E+000,9.0171504423729166E+003,2.8200131446636201E-001,-1.3664236419020428E+000
9.821,1.9229110977627719E+000,8.4582378905243161E-001,1.0205013127459178E+001,1.9229110977627719E+000,9.1992902361011475E+003,2.6897618302183313E-001,-1.3849587317191023E+000
9.841,1.9150267725569863E+000,8.3005513864086056E-001,1.0243393118832904E+001,1.9150267725569863E+000,9.3851096531192688E+003,2.5584348643182325E-001,-1.4033397996933366E+000
9.861,1.9067764488423726E+000,8.1355449121163359E-001,1.0281611758338991E+001,1.9067764488423726E+000,9.5746830341712939E+003,2.4260847716935902E-001,-1.4215594945036514E+000
9.881,1.8981634266384142E+000,7.9632844680371662E-001,1.0319661758764555E+001,1.8981634266384142E+000,9.7680862217186386E+003,2.2927644863969651E-001,-1.4396105293590178E+000
9.901,1.8891911510391537E+000,7.7838389560519528E-001,1.0357535900350085E+001,1.8891911510391537E+000,9.9653965902738782E+003,2.1585273306286096E-001,-1.4574856849134281E+000
9.921,1.8798632108352018E+000,7.5972801519729161E-001,1.0395227033677266E+001,1.8798632108352018E+000,1.0166693077347316E+004,2.0234269934066446E-001,-1.4751778121538694E+000
9.941,1.8701833370782694E+000,7.4036826768342701E-001,1.0432728082528646E+001,1.8701833370782694E+000,1.0372056215018742E+004,1.8875175090905447E-001,-1.4926798352601571E+000
9.961,1.8601554015887960E+000,7.2031239670448033E-001,1.0470032046718028E+001,1.8601554015887960E+000,1.0581568162147014E+004,1.7508532357665268E-001,-1.5099847544354872E+000
9.981,1.8497834154072734E+000,6.9956842434143518E-001,1.0507132004890455E+001,1.8497834154072734E+000,1.0795312737230344E+004,1.6134888335034814E-001,-1.5270856487065738E+000
10.001,1.8390715271898830E+000,6.7814464790665419E-001,1.0544021117290651E+001,1.8390715271898830E+000,1.1013375451930438E+004,1.4754792424881463E-001,-1.5439756786922505E+000
