"time","q@INJ01","volume@INJ01","maxTimeStep","tolerance","fixedh","errCtrl","writeLevel","extraDisconPrints","runStats","runType","theSolverType","fixedorder"
0.00449,-9.8274537614243676E-009,-7.3603395764310504E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00452,-9.8274467773835530E-009,-7.4094767406656884E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00455,-9.8275934422407520E-009,-7.4586143291202995E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00458,-9.8279496283225277E-009,-7.5077531628163932E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00461,-9.8284594633023203E-009,-7.5568941236846066E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00465,-9.8293673886088010E-009,-7.6224200667908100E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00468,-9.8301845213846060E-009,-7.6715688966683986E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00471,-9.8310714945686363E-009,-7.7207220337571804E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00474,-9.8320213241200061E-009,-7.7698799472238974E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00477,-9.8329571855897352E-009,-7.8190428859670152E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00481,-9.8341305044473043E-009,-7.8846005116221086E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00484,-9.8349266851006407E-009,-7.9337735962841745E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00487,-9.8356320732233493E-009,-7.9829503698424179E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.0049,-9.8362536528562101E-009,-8.0321300975249121E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00493,-9.8367355516726915E-009,-8.0813125557938849E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00497,-9.8372803068565570E-009,-8.1468926735701726E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.005,-9.8375876046525710E-009,-8.1960798460095493E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00503,-9.8378390301220419E-009,-8.2452684961931508E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00506,-9.8380625194282345E-009,-8.2944582674288033E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00509,-9.8382650566119717E-009,-8.3436490892273506E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00513,-9.8385234661222555E-009,-8.4092383789358339E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00516,-9.8387190192651781E-009,-8.4584315340203680E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00519,-9.8389075883672763E-009,-8.5076256164847296E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00522,-9.8391380617142835E-009,-8.5568206758839318E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00525,-9.8392917106122905E-009,-8.6060166805558010E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00529,-9.8395012318368423E-009,-8.6716127040865297E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00532,-9.8396129764899403E-009,-8.7208105251916821E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00535,-9.8396967849797600E-009,-8.7700088216037265E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00538,-9.8397247211430333E-009,-8.8192073906652374E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
